Unitarian-s,index,Unitarian-h,Unitarian-l,Unitarian-p,Unitarian-t,Parish-h,Parish-l,Parish-p,Parish-t,Basement-l,Basement-l,Basement-p,Basement-t,Office-h,Office-l,Office-p,Office-t
3/30/2016 12:50,313,45.8913,34.0475,1032.55,15.0338,27.9546,54.8257,1032.04,13.6932,29.9459,3.56536,1032.51,15.8489,24.2467,42.2865,1032.44,22.5307
3/30/2016 13:00,314,43.9458,36.3393,1032.41,15.0124,28.008,60.3373,1031.88,13.661,29.9306,3.54255,1032.55,15.8275,23.2931,50.2925,1032.02,23.3565
3/30/2016 13:10,315,44.1289,42.5776,1032.51,14.9587,27.9699,67.1963,1032.06,13.6396,31.0293,3.55174,1032.6,15.8167,22.6369,50.8625,1032.04,23.9785
3/30/2016 13:20,316,43.633,45.5915,1032.51,14.9266,28.0004,71.0294,1032.01,13.5859,30.5257,3.56297,1032.53,15.8275,22.5835,49.478,1032.06,24.0536
3/30/2016 13:30,317,43.778,55.5702,1032.47,14.9051,28.0843,79.8547,1031.86,13.5859,30.0756,3.54156,1032.53,15.8275,23.438,44.1825,1032.05,23.2707
3/30/2016 13:40,318,44.7545,54.3676,1032.42,14.8837,28.0309,82.6955,1031.86,13.5645,30.3121,3.53074,1032.38,15.7953,23.8119,60.9992,1031.87,22.8953
3/30/2016 13:50,319,43.2821,60.0962,1032.21,14.8515,28.0233,89.2689,1031.78,13.5323,30.9301,3.56041,1032.33,15.7953,24.0026,42.143,1031.93,22.6379
3/30/2016 14:00,320,44.1747,65.1593,1032.01,14.83,28.1682,96.2347,1031.59,13.5109,31.3039,3.53226,1032.14,15.8275,24.1552,63.0347,1032.02,22.402
3/30/2016 14:10,321,44.5028,70.2546,1032.21,14.83,28.5116,100.335,1031.7,13.5323,30.1595,3.5364,1032.3,15.806,23.1862,59.4563,1031.78,23.3565
3/30/2016 14:20,322,44.312,74.359,1032.07,14.83,28.6413,103.475,1031.61,13.5323,30.1671,3.53115,1032.12,15.7846,22.6064,88.3795,1031.56,23.9464
3/30/2016 14:30,323,46.3567,77.8131,1032.12,14.8086,28.5421,109.771,1031.64,13.5109,30.9835,3.54854,1032.22,15.7846,22.9192,91.0117,1031.67,23.7962
3/30/2016 14:40,324,45.3115,84.0466,1032.27,14.83,28.5116,114.178,1031.73,13.5216,30.6096,3.55613,1032.28,15.7953,23.644,86.4899,1031.87,23.1849
3/30/2016 14:50,325,45.6014,84.4994,1032.03,14.8515,28.7252,112.586,1031.62,13.5323,29.8925,3.53308,1032.2,15.7846,23.8653,93.4433,1031.66,22.9275
3/30/2016 15:00,326,43.9916,91.4296,1031.96,14.8515,28.8549,109.158,1031.56,13.5538,29.7018,3.54843,1032.05,15.7846,24.0484,94.0401,1031.64,22.7237
3/30/2016 15:10,327,44.7698,87.8704,1031.73,14.8729,29.1067,115.19,1031.29,13.5538,30.1443,3.53532,1031.87,15.7846,24.1399,87.8431,1031.52,22.5521
3/30/2016 15:20,328,43.8772,90.2491,1031.78,14.8944,29.1524,113.349,1031.21,13.6074,30.0146,3.54048,1031.85,15.7953,24.2696,109.466,1031.59,22.3912
3/30/2016 15:30,329,43.6635,91.4203,1031.54,14.8944,29.2745,110.644,1031.17,13.6074,29.8315,3.53406,1031.68,15.7738,24.3154,114.396,1031.43,22.3483
3/30/2016 15:40,330,42.8701,93.7863,1031.67,14.948,29.0456,111.299,1031.2,13.6181,30.3808,3.53854,1031.75,15.7738,24.3535,92.0854,1031.63,22.2518
3/30/2016 15:50,331,42.0843,95.4846,1031.67,14.9802,28.8244,107.883,1031.17,13.6503,30.3197,3.53667,1031.82,15.7738,24.4451,90.5079,1031.63,22.1553
3/30/2016 16:00,332,41.7943,95.7536,1031.62,15.0124,28.6413,111.001,1031,13.6825,30.3426,3.55177,1031.64,15.7738,22.8734,92.1596,1031.15,23.6139
3/30/2016 16:10,333,41.6952,96.2128,1031.34,15.066,28.8244,108.827,1030.82,13.7039,29.862,3.53739,1031.39,15.7417,22.5835,137.313,1030.83,24.0751
3/30/2016 16:20,334,42.0537,94.358,1031.16,15.0874,28.4276,115.231,1030.72,13.7361,29.6865,3.55761,1031.31,15.7524,23.3312,114.703,1030.85,23.4208
3/30/2016 16:30,335,41.924,90.604,1031.22,15.1196,28.3361,117.462,1030.75,13.779,31.0369,3.54616,1031.33,15.7631,23.7279,134.736,1030.79,23.0776
3/30/2016 16:40,336,41.2755,87.4931,1031.04,15.184,28.3132,121.21,1030.52,13.8541,31.014,3.56492,1031.08,15.7631,23.911,108.222,1030.65,22.9382
3/30/2016 16:50,337,41.4663,93.0296,1030.9,15.2054,28.3361,125.842,1030.35,13.897,31.4565,3.55117,1030.98,15.7309,24.117,80.0134,1030.59,22.7666
3/30/2016 17:00,338,41.5502,94.5761,1030.77,15.2698,28.4276,121.666,1030.26,13.9506,30.2434,3.53922,1030.83,15.7417,24.2544,89.2132,1030.42,22.6486
3/30/2016 17:10,339,41.5502,99.6896,1030.6,15.3341,28.42,123.402,1030.08,14.0042,30.8767,3.55095,1030.57,15.7417,24.3612,81.0612,1030.27,22.5628
3/30/2016 17:20,340,41.3518,99.0518,1030.6,15.4306,28.5497,126.424,1030.12,14.0686,31.4336,3.5649,1030.6,15.7846,24.4146,89.2132,1030.21,22.5199
3/30/2016 17:30,341,41.3442,96.131,1030.52,15.4521,28.565,124.363,1029.99,14.1115,30.5868,3.6269,1030.61,15.7524,24.5443,85.273,1030.12,22.4234
3/30/2016 17:40,342,41.2527,96.6561,1030.25,15.5057,28.6107,127.221,1029.77,14.1758,30.6096,3.55569,1030.39,15.7524,24.6053,91.0437,1029.89,22.3591
3/30/2016 17:50,343,41.123,94.7532,1030.08,15.5593,28.6489,135.546,1029.55,14.2187,31.2505,3.54105,1030.11,15.7524,24.6358,78.1937,1029.73,22.3054
3/30/2016 18:00,344,41.1535,94.8976,1029.85,15.6451,28.7481,143.812,1029.43,14.2938,31.7388,3.56465,1029.89,15.7846,24.6816,65.9437,1029.45,22.2411
3/30/2016 18:10,345,40.9933,92.038,1029.77,15.6559,29.0609,156.276,1029.26,14.401,31.1819,3.57884,1029.85,15.7524,24.7732,84.9139,1029.4,22.1767
3/30/2016 18:20,346,41.0238,91.8847,1029.57,15.7524,29.3737,179.814,1029.04,14.4654,31.4413,3.70858,1029.57,15.7417,24.8189,61.5451,1029.27,22.1124
3/30/2016 18:30,347,41.4205,92.3599,1029.52,15.688,29.7094,197.149,1028.94,14.5834,32.105,4.26178,1029.55,15.7524,24.8418,73.5838,1029.07,22.0373
3/30/2016 18:40,348,41.9088,87.015,1029.42,15.688,29.9688,215.857,1028.83,14.6799,32.3568,4.69208,1029.52,15.7846,24.8266,82.9683,1028.99,22.0159
3/30/2016 18:50,349,41.6189,85.1815,1029.28,15.7309,30.3731,242.726,1028.74,14.8408,32.2729,5.5752,1029.35,15.7202,24.88,72.4009,1028.95,21.9408
3/30/2016 19:00,350,41.4434,80.9897,1029.29,15.7309,30.5028,266.46,1028.77,15.0124,32.2652,6.10681,1029.39,15.7202,24.8723,77.9706,1028.92,21.9086
3/30/2016 0:10,351,38.6663,4.53792,1023.65,17.4899,24.6129,3.32831,1023.08,19.474,35.935,3.52671,1023.97,16.8785,28.1148,3.34218,1023.41,21.9622
3/30/2016 0:20,352,36.7513,4.54316,1024.01,17.4577,24.4604,3.32382,1023.43,19.3775,35.0423,3.55482,1024.35,16.8785,28.0919,3.31899,1023.72,21.8979
3/30/2016 0:30,353,37.911,4.51546,1024.21,17.3933,24.5443,3.31461,1023.64,19.2917,34.6151,3.53963,1024.46,16.8464,28.0843,3.32238,1023.89,21.8443
3/30/2016 0:40,354,37.5982,4.52829,1024.34,17.3719,24.3993,3.32721,1023.78,19.1952,35.0576,3.55654,1024.58,16.8464,28.1454,3.34091,1024.09,21.7692
3/30/2016 0:50,355,38.9409,4.51139,1024.48,17.329,24.3078,3.31325,1023.95,19.0772,34.8897,3.54313,1024.77,16.8035,28.1072,3.3371,1024.17,21.6834
3/30/2016 1:00,356,40.7567,4.52839,1024.73,17.2968,24.407,3.32892,1024.17,18.9699,34.4854,3.53976,1025.11,16.782,28.1606,3.33686,1024.54,21.6298
3/30/2016 1:10,357,39.6352,4.52839,1024.83,17.2539,24.4375,3.33686,1024.35,18.8949,34.6075,3.5342,1025.22,16.7713,28.1988,3.32462,1024.66,21.5547
3/30/2016 1:20,358,40.2761,4.50619,1025.12,17.2217,24.3764,3.34034,1024.63,18.8198,34.5083,3.52911,1025.5,16.7391,28.2445,3.32535,1025.01,21.4796
3/30/2016 1:30,359,41.1992,4.52662,1025.42,17.1896,24.3535,3.32234,1024.89,18.7447,34.1955,3.53216,1025.74,16.6962,28.2445,3.33596,1025.16,21.426
3/30/2016 1:40,360,40.3982,4.52819,1025.72,17.1252,24.4451,3.31458,1025.14,18.6804,33.7148,3.56044,1026.05,16.6962,28.3437,3.3238,1025.52,21.3402
3/30/2016 1:50,361,39.2766,4.52785,1025.77,17.093,24.468,3.33555,1025.26,18.5838,34.0658,3.57137,1026.14,16.6855,28.3819,3.33314,1025.53,21.2651
3/30/2016 2:00,362,40.3524,4.52609,1026.03,17.0501,24.6587,3.32946,1025.56,18.5195,33.9284,3.53416,1026.36,16.6533,28.4048,3.32478,1025.8,21.19
3/30/2016 2:10,363,41.9469,4.52119,1026.06,17.0072,24.5595,3.32064,1025.6,18.4122,33.0739,3.54187,1026.44,16.6426,28.4429,3.31506,1025.85,21.0935
3/30/2016 2:20,364,40.711,4.51553,1026.09,16.9536,24.5367,3.31991,1025.64,18.3264,33.3944,3.5381,1026.51,16.5997,27.3519,3.31385,1025.9,22.0695
3/30/2016 2:30,365,41.2527,4.50803,1025.94,16.9107,24.6435,3.33443,1025.41,18.2192,34.1497,3.55287,1026.27,16.6211,26.2838,3.32307,1025.63,22.9704
3/30/2016 2:40,366,42.3437,4.52369,1026.06,16.8356,24.6129,3.32953,1025.64,18.0905,33.1045,3.54942,1026.38,16.6104,26.177,3.3136,1025.85,23.142
3/30/2016 2:50,367,41.2832,4.53635,1026.54,16.8035,24.7808,3.32843,1026.03,18.0476,32.784,3.54367,1026.86,16.589,27.0544,3.32792,1026.29,22.4556
3/30/2016 3:00,368,42.954,4.51795,1026.76,16.7498,24.6587,3.32749,1026.24,17.9618,33.9818,3.52174,1027.13,16.5675,27.474,3.32168,1026.52,22.1231
3/30/2016 3:10,369,41.8401,4.54022,1026.96,16.6962,24.8113,3.32652,1026.39,17.876,33.5012,3.54994,1027.17,16.5568,27.6723,3.33163,1026.63,21.9193
3/30/2016 3:20,370,43.0761,4.53194,1027.12,16.6748,24.7503,3.34034,1026.62,17.7794,33.1121,3.52806,1027.36,16.5461,27.7715,3.32511,1026.82,21.7799
3/30/2016 3:30,371,42.3818,4.53488,1027.19,16.6104,24.941,3.33513,1026.53,17.7365,32.8222,3.54731,1027.31,16.5246,26.0625,3.3371,1026.73,23.0884
3/30/2016 3:40,372,42.6717,4.52829,1027.24,16.5782,24.8952,3.32978,1026.61,17.6507,33.8293,3.54466,1027.45,16.5568,25.5819,3.32149,1026.86,23.5924
3/30/2016 3:50,373,41.3595,4.52578,1026.81,16.5032,24.9563,3.34427,1026.15,17.5435,32.5399,3.51782,1027.03,16.5139,26.2533,3.32951,1026.4,23.0026
3/30/2016 4:00,374,42.6717,4.55083,1026.94,16.4495,25.0478,3.32728,1026.29,17.4362,33.6538,3.54619,1027.2,16.5353,26.856,3.32836,1026.66,22.5414
3/30/2016 4:10,375,41.9012,4.53018,1027.25,16.4066,25.0783,3.33093,1026.54,17.3933,32.3644,3.53732,1027.44,16.4817,27.1612,3.33841,1026.81,22.284
3/30/2016 4:20,376,42.1682,4.54694,1027.49,16.353,25.1852,3.32622,1026.73,17.3183,33.5927,3.53955,1027.54,16.5246,27.329,3.32014,1027.01,22.1017
3/30/2016 4:30,377,42.2216,4.52442,1027.45,16.3101,25.1394,3.33154,1026.7,17.2432,32.0974,3.55734,1027.57,16.5032,27.474,3.32641,1026.97,21.8764
3/30/2016 4:40,378,41.4129,4.52923,1027.68,16.2565,25.3454,3.30358,1027.04,17.1788,33.5699,3.53047,1027.91,16.5032,26.0244,3.33196,1027.34,22.9918
3/30/2016 4:50,379,43.5949,4.55819,1028.15,16.2136,25.3225,3.31552,1027.46,17.1252,32.4865,3.54252,1028.28,16.4603,25.3911,3.32486,1027.67,23.5603
3/30/2016 5:00,380,42.9693,4.51597,1028.12,16.1492,25.4598,3.32382,1027.57,17.018,32.3568,3.5306,1028.37,16.4495,25.8336,3.32755,1027.77,23.1849
3/30/2016 5:10,381,43.1219,4.55314,1028.33,16.1278,25.4445,3.33522,1027.71,16.9751,32.0898,3.53959,1028.5,16.4603,26.6118,3.29487,1027.98,22.6486
3/30/2016 5:20,382,43.015,4.54421,1028.36,16.0849,25.6658,3.34193,1027.87,16.9,31.4031,3.52698,1028.56,16.4388,26.8865,3.31551,1028.01,22.3483
3/30/2016 5:30,383,42.9006,4.52516,1028.59,16.0312,25.7497,3.34181,1028.06,16.8249,31.9066,3.56017,1028.73,16.4281,27.0696,3.31771,1028.19,22.1338
3/30/2016 5:40,384,44.106,4.55545,1028.81,15.9991,25.765,3.33653,1028.22,16.7391,31.693,3.5434,1028.95,16.3959,27.1688,3.34439,1028.33,21.9515
3/30/2016 5:50,385,43.1371,4.51763,1029.02,15.924,25.9328,3.3295,1028.44,16.664,31.0903,3.54282,1029.2,16.3852,25.5514,3.31636,1028.62,23.2063
3/30/2016 6:00,386,43.1295,4.51982,1029.06,15.8704,25.9176,3.33542,1028.52,16.589,32.7535,3.55682,1029.21,16.3637,25.0326,3.33768,1028.65,23.6568
3/30/2016 6:10,387,43.099,4.54127,1029.4,15.8382,26.0091,3.31222,1028.83,16.5246,32.3339,3.54635,1029.53,16.353,25.3072,3.34304,1028.98,23.3672
3/30/2016 6:20,388,43.2973,4.5523,1029.41,15.806,26.0854,3.34805,1028.88,16.4495,31.2276,3.54214,1029.56,16.3208,26.0854,3.32502,1029,22.7559
3/31/2016 7:50,470,48.0428,4.53267,1021.57,15.7631,34.287,3.30678,1021.07,16.4603,38.0865,3.54928,1021.93,16.16,26.2685,3.32564,1021.45,23.4423
3/31/2016 8:00,471,47.3791,4.50078,1021.58,15.7309,34.554,3.32737,1021.12,16.3959,38.7197,3.528,1021.88,16.1921,27.2832,3.33392,1021.29,22.7237
3/31/2016 8:10,472,47.6766,4.54002,1021.5,15.7202,34.6837,3.33129,1020.97,16.353,38.5137,3.54925,1021.73,16.16,27.7639,3.32434,1021.31,22.3912
3/31/2016 8:20,473,48.1344,4.52944,1021.54,15.6773,34.9279,3.33089,1021.06,16.3101,38.6663,3.54469,1021.9,16.1707,28.1301,3.32458,1021.39,22.1124
3/31/2016 8:30,474,48.4548,4.52433,1021.62,15.6451,35.1415,3.32615,1021.17,16.2672,39.0249,3.53064,1021.9,16.1385,28.4505,3.31478,1021.48,21.8872
3/31/2016 8:40,475,48.6608,4.54002,1021.65,15.6559,35.3475,3.32929,1021.07,16.2136,39.0935,3.56154,1021.95,16.1707,28.6489,3.33686,1021.43,21.6941
3/31/2016 8:50,476,48.3785,4.54275,1021.54,15.6022,35.5459,3.32309,1021.08,16.1814,39.0325,3.55934,1021.79,16.1921,28.8244,3.32926,1021.36,21.5761
3/31/2016 9:00,477,48.5692,4.54694,1021.56,15.5701,35.7671,3.31836,1021.05,16.1385,39.5437,3.52698,1021.85,16.16,28.6794,3.31364,1021.39,21.7906
3/31/2016 9:10,478,48.4014,4.54054,1021.38,15.5593,35.935,3.33379,1020.86,16.1063,39.4903,3.55071,1021.7,16.16,27.0315,3.31194,1021.11,23.0562
3/31/2016 9:20,479,48.7066,4.53865,1021.27,15.5272,36.0647,3.30938,1020.78,16.0634,39.7497,3.54126,1021.53,16.1814,26.7797,3.34066,1021.05,23.4208
3/31/2016 9:30,480,48.6379,4.54704,1021.1,15.5272,36.3317,3.32695,1020.6,15.9883,40.0243,3.5362,1021.44,16.1814,27.2985,3.32804,1020.83,23.0776
3/31/2016 9:40,481,48.7218,4.5646,1020.86,15.4843,36.469,3.30111,1020.34,15.9669,40.1006,3.55885,1021.1,16.1707,28.0767,3.33139,1020.72,22.5843
3/31/2016 9:50,482,48.9965,4.5441,1020.88,15.4735,36.7589,3.30358,1020.4,15.9347,40.2837,3.5527,1021.2,16.1707,28.5116,3.33008,1020.68,22.2625
3/31/2016 10:00,483,49.1414,4.53907,1020.79,15.4414,36.9726,3.33007,1020.26,15.9133,40.2227,3.5366,1020.95,16.2029,28.7099,3.33224,1020.49,22.1017
3/31/2016 10:10,484,49.4314,4.55503,1020.69,15.4306,37.0031,3.34907,1020.2,15.8704,40.566,3.53593,1020.96,16.1707,28.9388,3.3289,1020.46,21.8979
3/31/2016 10:20,485,49.3856,4.54106,1020.72,15.4199,37.2243,3.33194,1020.21,15.8596,40.4592,3.52823,1021.02,16.1814,29.1677,3.3245,1020.37,21.737
3/31/2016 10:30,486,49.0346,4.5329,1020.8,15.377,37.3159,3.30147,1020.21,15.8275,40.4592,3.52509,1021.01,16.1921,29.3279,3.31092,1020.5,21.5976
3/31/2016 10:40,487,49.6297,4.57095,1020.98,15.377,37.438,3.3306,1020.41,15.7846,40.7186,3.53267,1021.2,16.2136,28.0462,3.33155,1020.84,22.6272
3/31/2016 10:50,488,49.3246,4.54453,1020.86,15.3448,37.6058,5.52429,1020.37,15.7417,41.1001,3.52925,1021.18,16.1707,27.3061,3.32739,1020.68,23.3243
3/31/2016 11:00,489,49.5077,4.59443,1020.95,15.3234,37.7965,10.0716,1020.32,15.7417,40.9627,3.54717,1021.16,16.2029,27.3672,3.30992,1020.58,23.3029
3/31/2016 11:10,490,49.3551,9.5133,1020.85,15.2698,37.7737,17.856,1020.33,15.6988,41.0619,3.52205,1021.08,16.1707,28.3285,5.41267,1020.66,22.7344
3/31/2016 11:20,491,49.4237,13.6236,1020.72,15.2483,37.8957,25.4569,1020.28,15.6666,#N/A,#N/A,#N/A,#N/A,28.832,8.27398,1020.59,22.3805
3/31/2016 11:30,492,49.912,20.6429,1020.65,15.2483,38.59,34.9,1020.16,15.6451,#N/A,#N/A,#N/A,#N/A,29.2745,10.5971,1020.47,22.1231
3/31/2016 11:40,493,49.4848,26.6944,1020.64,15.2054,38.6968,41.9214,1020.08,15.6344,#N/A,#N/A,#N/A,#N/A,29.6102,13.0119,1020.43,21.9408
3/31/2016 11:50,494,49.5763,29.4977,1020.53,15.184,39.0783,45.9262,1020.03,15.613,#N/A,#N/A,#N/A,#N/A,29.8772,14.9566,1020.39,21.7692
3/31/2016 12:00,495,49.7137,29.9708,1020.42,15.1518,39.1622,50.8758,1019.93,15.5915,#N/A,#N/A,#N/A,#N/A,30.1977,16.368,1020.31,21.5761
3/31/2016 12:10,496,49.1643,32.0197,1020.49,15.1089,38.9257,56.948,1019.88,15.5915,#N/A,#N/A,#N/A,#N/A,28.9846,19.5333,1020.25,22.5521
3/31/2016 12:20,497,49.172,34.7718,1020.57,15.0874,39.269,64.1893,1020.06,15.5915,#N/A,#N/A,#N/A,#N/A,28.0462,23.1633,1020.38,23.335
3/31/2016 12:30,498,48.7676,34.7557,1020.38,15.0553,39.2309,66.2381,1019.76,15.5808,#N/A,#N/A,#N/A,#N/A,28.5039,25.9909,1020.22,23.1634
3/31/2016 12:40,499,49.4695,40.3348,1020.1,15.0231,39.6123,75.8525,1019.68,15.5593,#N/A,#N/A,#N/A,#N/A,29.4347,34.0589,1019.94,22.6486
3/31/2016 12:50,500,49.2101,46.9636,1019.88,15.0016,39.3682,81.6826,1019.37,15.5593,#N/A,#N/A,#N/A,#N/A,30.0298,42.0385,1019.81,22.2947
3/31/2016 13:00,501,49.4695,43.1787,1019.76,15.0016,39.6047,69.9236,1019.32,15.5808,#N/A,#N/A,#N/A,#N/A,30.2663,34.6034,1019.75,22.1553
3/31/2016 13:10,502,47.875,53.3787,1019.48,14.9695,39.9175,91.0319,1019,15.5593,#N/A,#N/A,#N/A,#N/A,30.6325,46.0089,1019.29,21.9944
3/31/2016 13:20,503,47.0205,58.6745,1019.59,14.8837,45.2047,100.071,1019.01,15.5593,#N/A,#N/A,#N/A,#N/A,30.9453,48.5901,1019.3,21.9193
3/31/2016 13:30,504,47.7834,72.2209,1019.58,14.8622,47.6919,116.707,1019.12,15.613,#N/A,#N/A,#N/A,#N/A,31.0827,50.1805,1019.44,21.8121
3/31/2016 13:40,505,48.5921,64.4534,1019.62,14.8944,48.3938,111.607,1019.15,15.6559,#N/A,#N/A,#N/A,#N/A,31.3344,51.9896,1019.51,21.7692
3/31/2016 13:50,506,49.0041,63.4057,1019.6,14.9158,49.4466,104.721,1019.05,15.7202,#N/A,#N/A,#N/A,#N/A,31.6778,41.4515,1019.4,21.6941
3/31/2016 14:00,507,49.4161,60.8722,1019.35,14.9373,48.7066,113.59,1018.93,15.7631,#N/A,#N/A,#N/A,#N/A,32.0974,43.6316,1019.16,21.5761
3/29/2016 17:51,655,33.5775,630.952,1018.11,20.7396,na,na,na,na,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/29/2016 18:00,656,34.287,1357.19,1018,19.1523,29.2745,218.235,1017.58,20.5358,37.2625,3.53993,1018.28,18.5624,28.9159,107.201,1017.89,23.0347
3/29/2016 18:10,657,35.0652,1401.24,1018.16,18.9163,29.305,145.39,1017.68,20.4071,37.2396,3.60499,1018.39,18.4015,29.4042,109.019,1017.97,23.0026
3/29/2016 18:20,658,35.0805,1355.23,1018.19,18.8412,29.5263,162.889,1017.67,20.2569,37.8347,3.6879,1018.29,18.2406,29.9535,93.1164,1017.98,23.1527
3/29/2016 18:30,659,35.0576,1394.14,1018.34,18.8734,29.2974,191.142,1017.78,20.1819,37.9034,4.12686,1018.49,18.1226,30.0451,102.357,1018.19,23.0991
3/29/2016 18:40,660,35.1034,1317.92,1018.31,18.927,29.2669,229.901,1017.92,20.2033,38.2696,4.61016,1018.55,18.0261,29.6941,109.307,1018.31,23.1098
3/29/2016 18:50,661,35.3857,469.772,1018.47,18.9592,29.1524,236.235,1017.92,20.214,38.3382,5.11433,1018.61,17.9189,29.6026,95.2803,1018.28,23.0884
3/29/2016 19:00,662,35.8663,471.838,1018.45,18.9056,29.2287,264.159,1017.9,20.214,38.3687,5.98433,1018.58,17.8331,29.6178,108.829,1018.22,23.1313
3/29/2016 19:10,663,36.057,459.687,1018.53,18.9485,28.5116,290.214,1018,20.2677,38.1551,6.63376,1018.69,17.7794,30.2587,101.068,1018.34,23.2814
3/29/2016 19:20,664,36.347,467.748,1018.54,19.0128,28.3056,317.385,1018.06,20.332,38.6663,7.30214,1018.68,17.7044,30.5715,107.741,1018.35,23.3243
3/29/2016 19:30,665,36.5148,442.477,1018.68,18.7769,27.8249,336.977,1018.18,20.3964,39.1775,8.09849,1018.83,17.6078,30.8385,84.8013,1018.51,23.3136
3/29/2016 19:40,666,37.0717,72.5807,1018.76,18.5624,27.5197,360.123,1018.2,20.4178,39.0478,9.69295,1018.86,17.5757,30.335,77.1258,1018.57,23.2921
3/29/2016 19:50,667,37.5295,71.2999,1018.74,18.4551,27.3748,368.109,1018.23,20.5358,39.0859,12.6163,1018.93,17.5435,30.0832,70.5788,1018.65,23.2171
3/29/2016 20:00,668,38.0178,64.8724,1018.79,18.3693,27.2069,381.873,1018.31,20.6538,39.1317,18.2624,1018.92,17.4899,29.8315,64.3842,1018.53,23.2063
3/29/2016 20:10,669,37.5829,62.9982,1018.94,18.2835,28.2445,387.647,1018.45,20.7396,39.0783,27.4715,1019.14,17.4684,29.4729,61.6193,1018.83,23.1849
3/29/2016 20:20,670,37.1633,65.9787,1018.97,18.2406,28.2751,400.768,1018.43,20.879,39.2995,29.5329,1019.12,17.4041,29.2669,61.1323,1018.75,23.142
3/29/2016 20:30,671,36.5148,61.0667,1019.14,18.1763,28.7633,408.291,1018.53,20.9862,39.3224,39.3575,1019.3,17.3826,29.0838,29.5105,1019.05,23.0776
3/29/2016 20:40,672,35.9426,59.8338,1019.3,18.1119,28.7404,429.392,1018.74,21.0613,38.8875,50.7093,1019.46,17.3397,28.9693,30.069,1019.25,23.024
3/29/2016 20:50,673,35.8892,53.0829,1019.48,18.0797,27.5121,554.218,1018.96,21.0935,38.4145,79.1696,1019.59,17.3719,28.9617,29.224,1019.31,22.8631
3/29/2016 21:00,674,36.0418,52.0328,1019.48,18.0476,27.4892,557.164,1018.9,21.1149,38.9638,85.3667,1019.65,17.3075,28.9312,27.2103,1019.37,22.831
3/29/2016 21:10,675,35.523,49.2087,1019.78,18.0047,26.4059,555.841,1019.22,21.1042,38.529,102.838,1019.91,17.2861,28.8473,23.8145,1019.68,22.7988
3/29/2016 21:20,676,35.9121,41.1806,1019.9,17.951,26.7187,564.63,1019.27,21.0828,38.3153,127.736,1020.05,17.3075,28.7481,23.241,1019.67,22.7666
3/29/2016 21:30,677,35.6527,38.1614,1020.17,17.9296,26.4364,550.655,1019.52,21.0828,38.3077,129.737,1020.28,17.2968,28.6413,20.7484,1019.86,22.7023
3/29/2016 21:40,678,36.1486,35.6283,1020.21,17.8652,26.1693,511.078,1019.69,21.0291,38.5976,31.5879,1020.58,17.2539,28.5345,18.6217,1020.05,22.6701
3/29/2016 21:50,679,36.0952,32.7942,1020.3,17.8116,25.8642,310.838,1019.67,20.9326,38.4908,16.7665,1020.55,17.2003,28.3819,16.441,1020.14,22.6165
3/29/2016 22:00,680,35.8053,30.2657,1020.56,17.8009,26.1999,193.197,1019.98,20.8361,37.8652,4.43334,1020.95,17.2325,28.3132,13.2237,1020.36,22.5628
3/29/2016 22:10,681,35.6451,26.5595,1020.68,17.7902,25.9786,114.77,1020.11,20.7288,38.6739,3.55117,1021.02,17.1467,28.1072,11.4656,1020.45,22.5307
3/29/2016 22:20,682,35.1949,23.848,1020.8,17.758,26.0549,79.5313,1020.34,20.6216,38.1017,3.55303,1021.15,17.1252,28.0843,9.91366,1020.62,22.4985
3/29/2016 22:30,683,35.8968,20.2532,1021.05,17.758,25.5132,82.2541,1020.63,20.5036,37.5905,3.53576,1021.41,17.1145,27.9317,8.31959,1020.88,22.4556
3/29/2016 22:40,684,35.5535,14.3663,1021.31,17.7151,25.353,44.2308,1020.78,20.3964,37.1023,3.51331,1021.65,17.1145,27.9775,6.91108,1021.07,22.4341
3/29/2016 22:50,685,36.7971,8.71614,1021.54,17.6936,25.2843,29.4338,1021.02,20.2998,37.9796,3.54204,1021.84,17.0716,28.0157,5.5818,1021.26,22.3698
3/29/2016 23:00,686,36.5835,4.92982,1021.74,17.6829,25.3606,14.7968,1021.29,20.2033,36.3622,3.54969,1022.1,17.0501,28.0233,3.5529,1021.57,22.3269
3/29/2016 23:10,687,36.2783,4.54862,1022.03,17.64,24.9715,7.05706,1021.5,20.0853,36.7666,3.54408,1022.34,17.018,27.9928,3.31478,1021.84,22.3054
3/29/2016 23:20,688,36.5453,4.53153,1022.4,17.6507,24.7426,3.31337,1021.85,19.9566,36.7055,3.51914,1022.6,17.0072,28.0004,3.32763,1022.11,22.2304
3/29/2016 23:30,689,37.5829,4.53415,1022.49,17.6078,24.8876,3.31431,1022.17,19.8816,36.0265,3.54132,1022.9,16.9965,28.0004,3.32116,1022.31,22.166
3/29/2016 23:40,690,37.5295,4.53142,1022.8,17.5757,24.7732,3.32175,1022.35,19.785,36.7818,3.53834,1023.19,16.9322,27.9851,3.31889,1022.6,22.1446
3/29/2016 23:50,691,40.8636,4.53069,1022.95,17.5649,24.674,3.33661,1022.54,19.6456,35.3551,3.55819,1023.34,16.9322,28.0385,3.31657,1022.74,22.0802
